distance	Zr_AE_s1	Zr_pp_s1	Zr_AE_s2	Zr_pp_s2	Zr_AE_p1	Zr_pp_p1	Zr_AE_p2	Zr_pp_p2	Zr_AE_d1	Zr_pp_d1	Zr_AE_d2	Zr_pp_d2
9.64E-02	-0.340146954	-0.2054946627	-0.1237462279	-9.61E-02	0.3003568209	1.43E-02	0.1389586289	7.12E-03	9.23E-02	-6.46E-04	9.74E-02	-6.92E-04
9.68E-02	-0.34106631	-0.2063426206	-0.1240747046	-9.65E-02	0.299688881	1.44E-02	0.1386414596	7.18E-03	9.30E-02	-6.54E-04	9.82E-02	-7.01E-04
9.72E-02	-0.3419580261	-0.2071939861	-0.1243930263	-9.69E-02	0.2990009136	1.46E-02	0.138314932	7.24E-03	9.37E-02	-6.62E-04	9.89E-02	-7.10E-04
9.76E-02	-0.3428218184	-0.2080487718	-0.1247010889	-9.73E-02	0.2982927984	1.47E-02	0.1379789902	7.30E-03	9.45E-02	-6.70E-04	9.97E-02	-7.19E-04
9.80E-02	-0.3436574043	-0.2089069902	-0.1249987891	-9.77E-02	0.2975644159	1.48E-02	0.1376335786	7.36E-03	9.52E-02	-6.79E-04	0.1004993951	-7.28E-04
9.84E-02	-0.3444645019	-0.209768654	-0.1252860236	-9.81E-02	0.2968156477	1.49E-02	0.1372786422	7.42E-03	9.59E-02	-6.87E-04	0.1012811685	-7.37E-04
9.88E-02	-0.3452428303	-0.2106337759	-0.1255626896	-9.85E-02	0.2960463763	1.50E-02	0.1369141265	7.49E-03	9.67E-02	-6.96E-04	0.1020672412	-7.46E-04
9.92E-02	-0.3459921096	-0.2115023685	-0.1258286845	-9.89E-02	0.2952564852	1.52E-02	0.1365399773	7.55E-03	9.74E-02	-7.04E-04	0.1028576126	-7.56E-04
9.96E-02	-0.3467120609	-0.2123744446	-0.1260839064	-9.93E-02	0.2944458589	1.53E-02	0.1361561411	7.61E-03	9.82E-02	-7.13E-04	0.1036522816	-7.65E-04
0.1000586678	-0.3474024066	-0.213250017	-0.1263282536	-9.97E-02	0.2936143832	1.54E-02	0.1357625647	7.67E-03	9.90E-02	-7.22E-04	0.1044512468	-7.75E-04
0.1004767074	-0.34806287	-0.2141290983	-0.1265616248	-0.1001235363	0.2927619448	1.55E-02	0.1353591956	7.74E-03	9.97E-02	-7.31E-04	0.1052545061	-7.84E-04
0.1008964925	-0.3486931759	-0.2150117015	-0.1267839194	-0.1005341059	0.2918884316	1.57E-02	0.1349459817	7.80E-03	0.1004790836	-7.40E-04	0.1060620574	-7.94E-04
0.1013180304	-0.3492930503	-0.2158978393	-0.1269950369	-0.1009462929	0.2909937327	1.58E-02	0.1345228717	7.87E-03	0.1012488658	-7.50E-04	0.1068738977	-8.04E-04
0.1017413283	-0.3498622204	-0.2167875248	-0.1271948777	-0.1013601027	0.2900777382	1.59E-02	0.1340898145	7.93E-03	0.1020227252	-7.59E-04	0.1076900239	-8.14E-04
0.1021663936	-0.3504004148	-0.2176807707	-0.1273833424	-0.1017755409	0.2891403397	1.61E-02	0.1336467598	8.00E-03	0.1028006587	-7.69E-04	0.1085104325	-8.24E-04
0.1025932338	-0.3509073639	-0.21857759	-0.1275603324	-0.1021926132	0.28818143	1.62E-02	0.133193658	8.06E-03	0.1035826628	-7.78E-04	0.1093351192	-8.35E-04
0.1030218561	-0.3513827991	-0.2194779958	-0.1277257493	-0.1026113249	0.2872009029	1.63E-02	0.1327304598	8.13E-03	0.1043687335	-7.88E-04	0.1101640796	-8.45E-04
0.1034522681	-0.3518264536	-0.2203820009	-0.1278794958	-0.1030316818	0.2861986538	1.65E-02	0.1322571167	8.20E-03	0.1051588663	-7.98E-04	0.1109973087	-8.56E-04
0.1038844773	-0.3522380623	-0.2212896184	-0.1280214746	-0.1034536894	0.2851745794	1.66E-02	0.131773581	8.27E-03	0.1059530565	-8.08E-04	0.111834801	-8.66E-04
0.104318491	-0.3526173617	-0.2222008614	-0.1281515896	-0.1038773534	0.2841285777	1.67E-02	0.1312798052	8.33E-03	0.1067512987	-8.18E-04	0.1126765506	-8.77E-04
0.1047543169	-0.35296409	-0.223115743	-0.1282697448	-0.1043026791	0.2830605482	1.69E-02	0.130775743	8.40E-03	0.1075535872	-8.28E-04	0.1135225512	-8.88E-04
0.1051919626	-0.3532779871	-0.2240342763	-0.1283758454	-0.1047296724	0.2819703916	1.70E-02	0.1302613484	8.47E-03	0.1083599159	-8.39E-04	0.1143727959	-8.99E-04
0.1056314356	-0.353558795	-0.2249564744	-0.1284697968	-0.1051583388	0.2808580104	1.72E-02	0.1297365762	8.54E-03	0.1091702781	-8.49E-04	0.1152272773	-9.11E-04
0.1060727435	-0.3538062574	-0.2258823505	-0.1285515054	-0.105588684	0.2797233084	1.73E-02	0.129201382	8.61E-03	0.1099846667	-8.60E-04	0.1160859875	-9.22E-04
0.1065158941	-0.3540201201	-0.2268119179	-0.1286208784	-0.1060207134	0.2785661909	1.75E-02	0.1286557219	8.69E-03	0.1108030743	-8.71E-04	0.1169489183	-9.34E-04
0.1069608949	-0.3542001308	-0.2277451897	-0.1286778234	-0.1064544329	0.2773865649	1.76E-02	0.1280995531	8.76E-03	0.1116254926	-8.81E-04	0.1178160608	-9.45E-04
0.1074077539	-0.3543460393	-0.2286821793	-0.1287222491	-0.1068898479	0.2761843388	1.77E-02	0.1275328331	8.83E-03	0.1124519133	-8.93E-04	0.1186874056	-9.57E-04
0.1078564786	-0.3544575977	-0.2296228998	-0.1287540648	-0.1073269642	0.2749594228	1.79E-02	0.1269555206	8.90E-03	0.1132823274	-9.04E-04	0.1195629429	-9.69E-04
0.1083070769	-0.3545345602	-0.2305673647	-0.1287731809	-0.1077657875	0.2737117287	1.80E-02	0.1263675748	8.98E-03	0.1141167254	-9.15E-04	0.1204426622	-9.81E-04
0.1087595566	-0.3545766832	-0.2315155872	-0.1287795082	-0.1082063232	0.27244117	1.82E-02	0.1257689558	9.05E-03	0.1149550973	-9.26E-04	0.1213265527	-9.93E-04
0.1092139255	-0.3545837257	-0.2324675808	-0.1287729589	-0.1086485772	0.2711476619	1.83E-02	0.1251596245	9.13E-03	0.1157974326	-9.38E-04	0.1222146029	-1.01E-03
0.1096701916	-0.3545554488	-0.2334233588	-0.1287534455	-0.1090925551	0.2698311213	1.85E-02	0.1245395426	9.20E-03	0.1166437204	-9.50E-04	0.1231068008	-1.02E-03
0.1101283628	-0.3544916162	-0.2343829348	-0.128720882	-0.1095382625	0.2684914669	1.87E-02	0.1239086728	9.28E-03	0.1174939492	-9.62E-04	0.1240031339	-1.03E-03
0.1105884471	-0.354391994	-0.235346322	-0.1286751828	-0.1099857052	0.2671286194	1.88E-02	0.1232669784	9.36E-03	0.1183481071	-9.74E-04	0.1249035892	-1.04E-03
0.1110504523	-0.3542563512	-0.2363135341	-0.1286162638	-0.1104348887	0.265742501	1.90E-02	0.1226144239	9.43E-03	0.1192061813	-9.86E-04	0.1258081528	-1.06E-03
0.1115143866	-0.3540844591	-0.2372845844	-0.1285440413	-0.1108858188	0.2643330362	1.91E-02	0.1219509743	9.51E-03	0.120068159	-9.98E-04	0.1267168107	-1.07E-03
0.111980258	-0.3538760918	-0.2382594867	-0.1284584332	-0.1113385012	0.2629001511	1.93E-02	0.1212765958	9.59E-03	0.1209340265	-1.01E-03	0.1276295482	-1.08E-03
0.1124480745	-0.3536310264	-0.2392382543	-0.1283593579	-0.1117929416	0.2614437738	1.94E-02	0.1205912555	9.67E-03	0.1218037698	-1.02E-03	0.1285463497	-1.10E-03
0.1129178444	-0.3533490424	-0.2402209009	-0.1282467352	-0.1122491456	0.2599638346	1.96E-02	0.1198949213	9.75E-03	0.122677374	-1.04E-03	0.1294671994	-1.11E-03
0.1133895757	-0.3530299227	-0.2412074401	-0.1281204858	-0.112707119	0.2584602655	1.98E-02	0.1191875621	9.83E-03	0.1235548241	-1.05E-03	0.1303920809	-1.13E-03
0.1138632766	-0.3526734529	-0.2421978856	-0.1279805317	-0.1131668674	0.2569330007	1.99E-02	0.1184691479	9.91E-03	0.1244361043	-1.06E-03	0.1313209769	-1.14E-03
0.1143389555	-0.3522794215	-0.2431922509	-0.1278267958	-0.1136283966	0.2553819767	2.01E-02	0.1177396496	9.99E-03	0.1253211981	-1.08E-03	0.1322538697	-1.15E-03
0.1148166204	-0.3518476205	-0.2441905498	-0.1276592023	-0.1140917122	0.2538071316	2.03E-02	0.116999039	1.01E-02	0.1262100887	-1.09E-03	0.1331907411	-1.17E-03
0.1152962798	-0.3513778447	-0.245192796	-0.1274776765	-0.11455682	0.2522084062	2.04E-02	0.1162472891	1.02E-02	0.1271027587	-1.10E-03	0.1341315722	-1.18E-03
0.1157779419	-0.3508698922	-0.2461990032	-0.1272821449	-0.1150237257	0.2505857432	2.06E-02	0.1154843738	1.02E-02	0.12799919	-1.12E-03	0.1350763433	-1.20E-03
0.1162616152	-0.3503235646	-0.2472091852	-0.1270725353	-0.115492435	0.2489390875	2.08E-02	0.1147102681	1.03E-02	0.1288993638	-1.13E-03	0.1360250344	-1.21E-03
0.116747308	-0.3497386667	-0.2482233557	-0.1268487767	-0.1159629536	0.2472683863	2.09E-02	0.1139249481	1.04E-02	0.1298032611	-1.14E-03	0.1369776246	-1.23E-03
0.1172350287	-0.3491150068	-0.2492415285	-0.1266107993	-0.1164352872	0.2455735892	2.11E-02	0.1131283909	1.05E-02	0.1307108619	-1.16E-03	0.1379340925	-1.24E-03
0.1177247858	-0.3484523965	-0.2502637175	-0.1263585347	-0.1169094416	0.2438546479	2.13E-02	0.1123205747	1.06E-02	0.1316221459	-1.17E-03	0.138894416	-1.26E-03
0.1182165878	-0.3477506511	-0.2512899365	-0.1260919158	-0.1173854224	0.2421115166	2.15E-02	0.111501479	1.07E-02	0.132537092	-1.19E-03	0.1398585724	-1.27E-03
0.1187104433	-0.3470095898	-0.2523201994	-0.1258108769	-0.1178632354	0.240344152	2.16E-02	0.1106710842	1.08E-02	0.1334556785	-1.20E-03	0.1408265384	-1.29E-03
0.1192063607	-0.3462290349	-0.25335452	-0.1255153535	-0.1183428864	0.2385525129	2.18E-02	0.109829372	1.09E-02	0.1343778833	-1.22E-03	0.1417982898	-1.31E-03
0.1197043489	-0.345408813	-0.2543929123	-0.1252052826	-0.1188243809	0.2367365609	2.20E-02	0.1089763251	1.09E-02	0.1353036834	-1.23E-03	0.1427738021	-1.32E-03
0.1202044163	-0.3445487543	-0.2554353902	-0.1248806028	-0.1193077247	0.2348962599	2.22E-02	0.1081119275	1.10E-02	0.1362330552	-1.25E-03	0.1437530498	-1.34E-03
0.1207065716	-0.3436486929	-0.2564819676	-0.1245412537	-0.1197929237	0.2330315762	2.24E-02	0.1072361645	1.11E-02	0.1371659747	-1.26E-03	0.1447360069	-1.36E-03
0.1212108237	-0.3427084669	-0.2575326585	-0.1241871769	-0.1202799834	0.2311424791	2.26E-02	0.1063490224	1.12E-02	0.1381024171	-1.28E-03	0.1457226467	-1.37E-03
0.1217171812	-0.3417279183	-0.2585874769	-0.1238183152	-0.1207689095	0.22922894	2.27E-02	0.1054504889	1.13E-02	0.1390423569	-1.30E-03	0.1467129418	-1.39E-03
0.1222256529	-0.3407068935	-0.2596464368	-0.1234346129	-0.1212597079	0.2272909333	2.29E-02	0.1045405527	1.14E-02	0.139985768	-1.31E-03	0.147706864	-1.41E-03
0.1227362476	-0.3396452427	-0.2607095522	-0.1230360159	-0.1217523842	0.2253284357	2.31E-02	0.1036192041	1.15E-02	0.1409326237	-1.33E-03	0.1487043845	-1.42E-03
0.1232489743	-0.3385428206	-0.2617768372	-0.1226224717	-0.1222469442	0.223341427	2.33E-02	0.1026864344	1.16E-02	0.1418828965	-1.35E-03	0.1497054739	-1.44E-03
0.1237638418	-0.337399486	-0.2628483057	-0.1221939295	-0.1227433934	0.2213298895	2.35E-02	0.1017422363	1.17E-02	0.1428365585	-1.36E-03	0.1507101019	-1.46E-03
0.1242808591	-0.3362151023	-0.263923972	-0.1217503398	-0.1232417377	0.2192938083	2.37E-02	0.1007866039	1.18E-02	0.1437935808	-1.38E-03	0.1517182375	-1.48E-03
0.124800035	-0.3349895372	-0.2650038501	-0.1212916552	-0.1237419828	0.2172331712	2.39E-02	9.98E-02	1.19E-02	0.1447539341	-1.40E-03	0.1527298492	-1.50E-03
0.1253213788	-0.3337226628	-0.2660879542	-0.1208178295	-0.1242441343	0.215147969	2.41E-02	9.88E-02	1.20E-02	0.1457175882	-1.41E-03	0.1537449044	-1.52E-03
0.1258448993	-0.332414356	-0.2671762982	-0.1203288185	-0.1247481979	0.2130381953	2.43E-02	9.79E-02	1.21E-02	0.1466845123	-1.43E-03	0.1547633701	-1.53E-03
0.1263706057	-0.3310644981	-0.2682688964	-0.1198245798	-0.1252541794	0.2109038466	2.45E-02	9.68E-02	1.22E-02	0.1476546749	-1.45E-03	0.1557852124	-1.55E-03
0.1268985071	-0.3296729753	-0.269365763	-0.1193050724	-0.1257620844	0.2087449224	2.47E-02	9.58E-02	1.23E-02	0.148628044	-1.47E-03	0.1568103967	-1.57E-03
0.1274286127	-0.3282396785	-0.2704669121	-0.1187702573	-0.1262719186	0.2065614249	2.49E-02	9.48E-02	1.24E-02	0.1496045864	-1.49E-03	0.1578388876	-1.59E-03
0.1279609317	-0.3267645033	-0.2715723578	-0.1182200973	-0.1267836877	0.2043533597	2.51E-02	9.38E-02	1.25E-02	0.1505842688	-1.50E-03	0.158870649	-1.61E-03
0.1284954733	-0.3252473504	-0.2726821145	-0.117654557	-0.1272973973	0.2021207351	2.53E-02	9.27E-02	1.26E-02	0.1515670567	-1.52E-03	0.159905644	-1.63E-03
0.1290322468	-0.3236881253	-0.2737961963	-0.1170736029	-0.1278130531	0.1998635627	2.55E-02	9.17E-02	1.27E-02	0.1525529151	-1.54E-03	0.160943835	-1.65E-03
0.1295712616	-0.3220867388	-0.2749146175	-0.1164772031	-0.1283306608	0.1975818571	2.57E-02	9.06E-02	1.28E-02	0.1535418083	-1.56E-03	0.1619851835	-1.67E-03
0.1301125269	-0.3204431065	-0.2760373922	-0.1158653281	-0.1288502261	0.195275636	2.60E-02	8.95E-02	1.29E-02	0.1545336997	-1.58E-03	0.1630296503	-1.70E-03
0.1306560522	-0.3187571494	-0.2771645348	-0.1152379498	-0.1293717545	0.1929449203	2.62E-02	8.84E-02	1.30E-02	0.1555285522	-1.60E-03	0.1640771955	-1.72E-03
0.1312018469	-0.3170287935	-0.2782960595	-0.1145950423	-0.1298952517	0.1905897342	2.64E-02	8.73E-02	1.31E-02	0.1565263278	-1.62E-03	0.1651277782	-1.74E-03
0.1317499205	-0.3152579703	-0.2794319805	-0.1139365817	-0.1304207233	0.1882101049	2.66E-02	8.62E-02	1.32E-02	0.1575269877	-1.64E-03	0.166181357	-1.76E-03
0.1323002825	-0.3134446166	-0.2805723122	-0.1132625461	-0.130948175	0.185806063	2.68E-02	8.51E-02	1.33E-02	0.1585304926	-1.66E-03	0.1672378894	-1.78E-03
0.1328529424	-0.3115886746	-0.2817170688	-0.1125729155	-0.1314776124	0.1833776426	2.70E-02	8.39E-02	1.34E-02	0.1595368022	-1.68E-03	0.1682973323	-1.80E-03
0.1334079099	-0.309690092	-0.2828662647	-0.1118676719	-0.1320090411	0.1809248807	2.73E-02	8.28E-02	1.36E-02	0.1605458755	-1.70E-03	0.1693596416	-1.83E-03
0.1339651946	-0.3077488221	-0.2840199142	-0.1111467997	-0.1325424666	0.1784478181	2.75E-02	8.16E-02	1.37E-02	0.1615576709	-1.72E-03	0.1704247727	-1.85E-03
0.1345248062	-0.3057648239	-0.2851780315	-0.1104102849	-0.1330778946	0.1759464986	2.77E-02	8.05E-02	1.38E-02	0.1625721459	-1.75E-03	0.1714926798	-1.87E-03
0.1350867543	-0.3037380618	-0.2863406311	-0.1096581161	-0.1336153306	0.1734209697	2.79E-02	7.93E-02	1.39E-02	0.1635892571	-1.77E-03	0.1725633166	-1.90E-03
0.1356510488	-0.3016685063	-0.2875077272	-0.1088902837	-0.1341547802	0.1708712823	2.82E-02	7.81E-02	1.40E-02	0.1646089605	-1.79E-03	0.1736366358	-1.92E-03
0.1362176994	-0.2995561335	-0.2886793341	-0.1081067804	-0.134696249	0.1682974907	2.84E-02	7.69E-02	1.41E-02	0.1656312114	-1.81E-03	0.1747125893	-1.94E-03
0.136786716	-0.2974009254	-0.2898554663	-0.1073076011	-0.1352397424	0.1656996528	2.86E-02	7.57E-02	1.42E-02	0.166655964	-1.84E-03	0.1757911282	-1.97E-03
0.1373581084	-0.2952028699	-0.2910361381	-0.1064927429	-0.135785266	0.16307783	2.89E-02	7.44E-02	1.44E-02	0.1676831721	-1.86E-03	0.1768722026	-1.99E-03
0.1379318866	-0.2929619611	-0.2922213637	-0.1056622051	-0.1363328254	0.1604320873	2.91E-02	7.32E-02	1.45E-02	0.1687127884	-1.88E-03	0.1779557621	-2.02E-03
0.1385080605	-0.2906781989	-0.2934111577	-0.1048159891	-0.136882426	0.1577624933	2.94E-02	7.19E-02	1.46E-02	0.169744765	-1.90E-03	0.1790417551	-2.04E-03
0.1390866402	-0.2883515896	-0.2946055343	-0.103954099	-0.1374340732	0.1550691203	2.96E-02	7.07E-02	1.47E-02	0.170779053	-1.93E-03	0.1801301292	-2.07E-03
0.1396676356	-0.2859821453	-0.2958045078	-0.1030765409	-0.1379877727	0.1523520441	2.98E-02	6.94E-02	1.48E-02	0.1718156029	-1.95E-03	0.1812208314	-2.09E-03
0.1402510569	-0.2835698848	-0.2970080928	-0.1021833231	-0.1385435298	0.1496113444	3.01E-02	6.81E-02	1.50E-02	0.1728543643	-1.98E-03	0.1823138075	-2.12E-03
0.1408369142	-0.2811148328	-0.2982163034	-0.1012744566	-0.13910135	0.1468471045	3.03E-02	6.68E-02	1.51E-02	0.1738952859	-2.00E-03	0.1834090027	-2.15E-03
0.1414252177	-0.2786170206	-0.2994291542	-0.1003499545	-0.1396612387	0.1440594115	3.06E-02	6.55E-02	1.52E-02	0.1749383158	-2.03E-03	0.1845063612	-2.17E-03
0.1420159775	-0.2760764858	-0.3006466594	-9.94E-02	-0.1402232013	0.1412483562	3.08E-02	6.42E-02	1.53E-02	0.1759834011	-2.05E-03	0.1856058263	-2.20E-03
0.142609204	-0.2734932726	-0.3018688334	-9.85E-02	-0.1407872432	0.1384140334	3.11E-02	6.29E-02	1.55E-02	0.1770304882	-2.08E-03	0.1867073405	-2.23E-03
0.1432049074	-0.2708674315	-0.3030956906	-9.75E-02	-0.1413533698	0.1355565415	3.14E-02	6.15E-02	1.56E-02	0.1780795224	-2.10E-03	0.1878108453	-2.25E-03
0.1438030981	-0.2681990199	-0.3043272452	-9.65E-02	-0.1419215865	0.132675983	3.16E-02	6.02E-02	1.57E-02	0.1791304486	-2.13E-03	0.1889162815	-2.28E-03
0.1444037864	-0.2654881017	-0.3055635118	-9.55E-02	-0.1424918985	0.129772464	3.19E-02	5.88E-02	1.58E-02	0.1801832105	-2.16E-03	0.1900235889	-2.31E-03
0.1450069829	-0.2627347473	-0.3068045046	-9.45E-02	-0.1430643113	0.1268460948	3.21E-02	5.75E-02	1.60E-02	0.1812377512	-2.18E-03	0.1911327063	-2.34E-03
0.1456126979	-0.2599390341	-0.308050238	-9.34E-02	-0.14363883	0.1238969895	3.24E-02	5.61E-02	1.61E-02	0.1822940129	-2.21E-03	0.1922435719	-2.37E-03
0.1462209419	-0.2571010463	-0.3093007262	-9.24E-02	-0.1442154601	0.1209252663	3.27E-02	5.47E-02	1.62E-02	0.1833519368	-2.24E-03	0.1933561226	-2.40E-03
0.1468317257	-0.2542208749	-0.3105559837	-9.13E-02	-0.1447942066	0.1179310471	3.29E-02	5.33E-02	1.64E-02	0.1844114634	-2.27E-03	0.1944702949	-2.43E-03
0.1474450596	-0.2512986178	-0.3118160247	-9.02E-02	-0.145375075	0.1149144581	3.32E-02	5.19E-02	1.65E-02	0.1854725324	-2.29E-03	0.1955860238	-2.46E-03
0.1480609544	-0.2483343798	-0.3130808636	-8.92E-02	-0.1459580703	0.1118756294	3.35E-02	5.05E-02	1.66E-02	0.1865350826	-2.32E-03	0.196703244	-2.49E-03
0.1486794209	-0.2453282727	-0.3143505147	-8.80E-02	-0.1465431979	0.1088146953	3.38E-02	4.90E-02	1.68E-02	0.1875990518	-2.35E-03	0.1978218887	-2.52E-03
0.1493004696	-0.2422804157	-0.3156249922	-8.69E-02	-0.1471304628	0.105731794	3.40E-02	4.76E-02	1.69E-02	0.1886643772	-2.38E-03	0.1989418908	-2.55E-03
0.1499241115	-0.2391909346	-0.3169043105	-8.58E-02	-0.1477198702	0.102627068	3.43E-02	4.61E-02	1.70E-02	0.189730995	-2.41E-03	0.2000631817	-2.58E-03
0.1505503572	-0.2360599628	-0.3181884838	-8.46E-02	-0.1483114252	9.95E-02	3.46E-02	4.47E-02	1.72E-02	0.1907988405	-2.44E-03	0.2011856922	-2.62E-03
0.1511792178	-0.2328876405	-0.3194775264	-8.35E-02	-0.148905133	9.64E-02	3.49E-02	4.32E-02	1.73E-02	0.1918678483	-2.47E-03	0.2023093522	-2.65E-03
0.1518107041	-0.2296741155	-0.3207714525	-8.23E-02	-0.1495009985	9.32E-02	3.52E-02	4.17E-02	1.75E-02	0.1929379518	-2.50E-03	0.2034340906	-2.68E-03
0.1524448271	-0.2264195428	-0.3220702763	-8.11E-02	-0.1500990269	9.00E-02	3.55E-02	4.02E-02	1.76E-02	0.194009084	-2.53E-03	0.2045598354	-2.71E-03
0.1530815977	-0.2231240845	-0.3233740121	-7.98E-02	-0.1506992231	8.68E-02	3.58E-02	3.87E-02	1.78E-02	0.1950811768	-2.56E-03	0.2056865135	-2.75E-03
0.1537210272	-0.2197879105	-0.324682674	-7.86E-02	-0.1513015922	8.35E-02	3.61E-02	3.72E-02	1.79E-02	0.196154161	-2.60E-03	0.2068140511	-2.78E-03
0.1543631264	-0.2164111977	-0.3259962763	-7.74E-02	-0.151906139	8.03E-02	3.64E-02	3.57E-02	1.80E-02	0.1972279669	-2.63E-03	0.2079423735	-2.82E-03
0.1550079067	-0.2129941307	-0.327314833	-7.61E-02	-0.1525128686	7.70E-02	3.67E-02	3.42E-02	1.82E-02	0.1983025239	-2.66E-03	0.2090714048	-2.85E-03
0.1556553791	-0.2095369016	-0.3286383584	-7.48E-02	-0.1531217858	7.37E-02	3.70E-02	3.26E-02	1.83E-02	0.1993777602	-2.69E-03	0.2102010685	-2.89E-03
0.156305555	-0.2060397101	-0.3299668665	-7.35E-02	-0.1537328955	7.04E-02	3.73E-02	3.11E-02	1.85E-02	0.2004536034	-2.73E-03	0.2113312868	-2.92E-03
0.1569584456	-0.2025027632	-0.3313003715	-7.22E-02	-0.1543462025	6.71E-02	3.76E-02	2.95E-02	1.86E-02	0.2015299802	-2.76E-03	0.2124619812	-2.96E-03
0.1576140622	-0.1989262757	-0.3326388874	-7.09E-02	-0.1549617117	6.37E-02	3.79E-02	2.80E-02	1.88E-02	0.2026068164	-2.80E-03	0.2135930724	-3.00E-03
0.1582724163	-0.1953104702	-0.3339824283	-6.96E-02	-0.1555794277	6.04E-02	3.82E-02	2.64E-02	1.90E-02	0.2036840368	-2.83E-03	0.2147244798	-3.03E-03
0.1589335193	-0.1916555768	-0.3353310082	-6.82E-02	-0.1561993554	5.70E-02	3.85E-02	2.48E-02	1.91E-02	0.2047615655	-2.87E-03	0.215856122	-3.07E-03
0.1595973825	-0.1879618332	-0.336684641	-6.69E-02	-0.1568214994	5.35E-02	3.88E-02	2.32E-02	1.93E-02	0.2058393257	-2.90E-03	0.2169879169	-3.11E-03
0.1602640177	-0.1842294852	-0.3380433409	-6.55E-02	-0.1574458645	5.01E-02	3.91E-02	2.16E-02	1.94E-02	0.2069172395	-2.94E-03	0.2181197811	-3.15E-03
0.1609334363	-0.180458786	-0.3394071216	-6.41E-02	-0.1580724552	4.67E-02	3.95E-02	2.00E-02	1.96E-02	0.2079952285	-2.98E-03	0.2192516305	-3.19E-03
0.16160565	-0.176649997	-0.3407759972	-6.27E-02	-0.1587012761	4.32E-02	3.98E-02	1.84E-02	1.97E-02	0.2090732131	-3.01E-03	0.22038338	-3.23E-03
0.1622806704	-0.172803387	-0.3421499815	-6.13E-02	-0.1593323319	3.97E-02	4.01E-02	1.67E-02	1.99E-02	0.2101511129	-3.05E-03	0.2215149436	-3.27E-03
0.1629585092	-0.168919233	-0.3435290883	-5.99E-02	-0.1599656269	3.62E-02	4.04E-02	1.51E-02	2.01E-02	0.2112288467	-3.09E-03	0.2226462341	-3.31E-03
0.1636391783	-0.1649978198	-0.3449133316	-5.84E-02	-0.1606011657	3.27E-02	4.08E-02	1.35E-02	2.02E-02	0.2123063323	-3.13E-03	0.2237771638	-3.35E-03
0.1643226894	-0.1610394401	-0.346302725	-5.70E-02	-0.1612389528	2.91E-02	4.11E-02	1.18E-02	2.04E-02	0.2133834869	-3.16E-03	0.2249076437	-3.39E-03
0.1650090544	-0.1570443945	-0.3476972823	-5.55E-02	-0.1618789925	2.56E-02	4.14E-02	1.01E-02	2.06E-02	0.2144602264	-3.20E-03	0.226037584	-3.43E-03
0.1656982852	-0.1530129915	-0.3490970173	-5.40E-02	-0.1625212891	2.20E-02	4.18E-02	8.47E-03	2.07E-02	0.2155364661	-3.24E-03	0.2271668941	-3.48E-03
0.1663903938	-0.1489455478	-0.3505019435	-5.25E-02	-0.1631658471	1.84E-02	4.21E-02	6.79E-03	2.09E-02	0.2166121204	-3.28E-03	0.2282954821	-3.52E-03
0.1670853923	-0.1448423878	-0.3519120747	-5.10E-02	-0.1638126706	1.48E-02	4.25E-02	5.11E-03	2.11E-02	0.2176871028	-3.33E-03	0.2294232555	-3.56E-03
0.1677832925	-0.1407038442	-0.3533274245	-4.95E-02	-0.1644617638	1.12E-02	4.28E-02	3.42E-03	2.12E-02	0.2187613259	-3.37E-03	0.2305501208	-3.61E-03
0.1684841068	-0.1365302576	-0.3547480063	-4.80E-02	-0.1651131311	7.55E-03	4.32E-02	1.72E-03	2.14E-02	0.2198347015	-3.41E-03	0.2316759835	-3.65E-03
0.1691878472	-0.1323219765	-0.3561738337	-4.64E-02	-0.1657667764	3.89E-03	4.35E-02	1.43E-05	2.16E-02	0.2209071404	-3.45E-03	0.2328007481	-3.70E-03
0.169894526	-0.1280793576	-0.3576049202	-4.48E-02	-0.1664227039	2.17E-04	4.39E-02	-1.70E-03	2.18E-02	0.2219785526	-3.49E-03	0.2339243184	-3.74E-03
0.1706041555	-0.1238027657	-0.3590412792	-4.33E-02	-0.1670809176	-3.47E-03	4.42E-02	-3.42E-03	2.19E-02	0.2230488474	-3.54E-03	0.235046597	-3.79E-03
0.1713167478	-0.1194925736	-0.3604829241	-4.17E-02	-0.1677414214	-7.17E-03	4.46E-02	-5.15E-03	2.21E-02	0.2241179329	-3.58E-03	0.2361674858	-3.84E-03
0.1720323156	-0.1151491622	-0.3619298681	-4.01E-02	-0.1684042194	-1.09E-02	4.50E-02	-6.88E-03	2.23E-02	0.2251857166	-3.63E-03	0.2372868858	-3.88E-03
0.172750871	-0.1107729204	-0.3633821246	-3.85E-02	-0.1690693154	-1.46E-02	4.53E-02	-8.62E-03	2.25E-02	0.2262521051	-3.67E-03	0.2384046967	-3.93E-03
0.1734724267	-0.1063642453	-0.3648397067	-3.69E-02	-0.1697367132	-1.84E-02	4.57E-02	-1.04E-02	2.27E-02	0.2273170041	-3.72E-03	0.2395208178	-3.98E-03
0.1741969952	-0.1019235421	-0.3663026277	-3.52E-02	-0.1704064166	-2.21E-02	4.61E-02	-1.21E-02	2.29E-02	0.2283803184	-3.76E-03	0.2406351472	-4.03E-03
