distance	Zr_AE_s1	Zr_pp_s1	Zr_AE_s2	Zr_pp_s2	Zr_AE_p1	Zr_pp_p1	Zr_AE_p2	Zr_pp_p2	Zr_AE_d1	Zr_pp_d1	Zr_AE_d2	Zr_pp_d2
5.31E-02	-6.00E-02	-0.1136745916	-2.20E-02	-5.32E-02	0.2547786746	4.36E-03	0.1183071259	2.17E-03	2.60E-02	-1.08E-04	2.74E-02	-1.16E-04
5.33E-02	-6.22E-02	-0.1141479962	-2.28E-02	-5.35E-02	0.2556503038	4.40E-03	0.118710682	2.19E-03	2.62E-02	-1.10E-04	2.77E-02	-1.18E-04
5.35E-02	-6.44E-02	-0.1146233551	-2.36E-02	-5.37E-02	0.2565191464	4.43E-03	0.1191129236	2.21E-03	2.65E-02	-1.11E-04	2.80E-02	-1.19E-04
5.38E-02	-6.66E-02	-0.1151006762	-2.44E-02	-5.39E-02	0.2573851194	4.47E-03	0.1195138119	2.23E-03	2.67E-02	-1.12E-04	2.82E-02	-1.21E-04
5.40E-02	-6.88E-02	-0.1155799672	-2.52E-02	-5.41E-02	0.2582481392	4.51E-03	0.1199133078	2.25E-03	2.70E-02	-1.14E-04	2.85E-02	-1.22E-04
5.42E-02	-7.10E-02	-0.1160612362	-2.60E-02	-5.44E-02	0.2591081215	4.55E-03	0.120311372	2.27E-03	2.73E-02	-1.15E-04	2.88E-02	-1.24E-04
5.44E-02	-7.32E-02	-0.1165444911	-2.68E-02	-5.46E-02	0.2599649813	4.58E-03	0.1207079647	2.28E-03	2.75E-02	-1.17E-04	2.91E-02	-1.25E-04
5.47E-02	-7.55E-02	-0.1170297399	-2.76E-02	-5.48E-02	0.2608186327	4.62E-03	0.1211030459	2.30E-03	2.78E-02	-1.18E-04	2.94E-02	-1.27E-04
5.49E-02	-7.77E-02	-0.1175169906	-2.85E-02	-5.50E-02	0.2616689892	4.66E-03	0.121496575	2.32E-03	2.81E-02	-1.20E-04	2.96E-02	-1.28E-04
5.51E-02	-7.99E-02	-0.1180062514	-2.93E-02	-5.53E-02	0.2625159635	4.70E-03	0.1218885114	2.34E-03	2.83E-02	-1.21E-04	2.99E-02	-1.30E-04
5.53E-02	-8.21E-02	-0.1184975302	-3.01E-02	-5.55E-02	0.2633594677	4.74E-03	0.1222788139	2.36E-03	2.86E-02	-1.23E-04	3.02E-02	-1.32E-04
5.56E-02	-8.44E-02	-0.1189908352	-3.09E-02	-5.57E-02	0.2641994129	4.78E-03	0.1226674411	2.38E-03	2.89E-02	-1.24E-04	3.05E-02	-1.33E-04
5.58E-02	-8.66E-02	-0.1194861746	-3.17E-02	-5.60E-02	0.2650357097	4.82E-03	0.1230543511	2.40E-03	2.92E-02	-1.26E-04	3.08E-02	-1.35E-04
5.60E-02	-8.89E-02	-0.1199835565	-3.25E-02	-5.62E-02	0.2658682679	4.86E-03	0.1234395018	2.42E-03	2.94E-02	-1.27E-04	3.11E-02	-1.37E-04
5.63E-02	-9.11E-02	-0.1204829891	-3.33E-02	-5.64E-02	0.2666969965	4.90E-03	0.1238228508	2.44E-03	2.97E-02	-1.29E-04	3.14E-02	-1.38E-04
5.65E-02	-9.34E-02	-0.1209844806	-3.42E-02	-5.67E-02	0.2675218038	4.94E-03	0.1242043551	2.46E-03	3.00E-02	-1.31E-04	3.17E-02	-1.40E-04
5.67E-02	-9.56E-02	-0.1214880394	-3.50E-02	-5.69E-02	0.2683425975	4.98E-03	0.1245839716	2.48E-03	3.03E-02	-1.32E-04	3.20E-02	-1.42E-04
5.70E-02	-9.79E-02	-0.1219936737	-3.58E-02	-5.71E-02	0.2691592842	5.02E-03	0.1249616568	2.50E-03	3.06E-02	-1.34E-04	3.23E-02	-1.44E-04
5.72E-02	-0.1001334741	-0.1225013919	-3.66E-02	-5.74E-02	0.2699717702	5.07E-03	0.1253373668	2.52E-03	3.09E-02	-1.36E-04	3.26E-02	-1.46E-04
5.75E-02	-0.1023974398	-0.1230112022	-3.75E-02	-5.76E-02	0.2707799609	5.11E-03	0.1257110574	2.55E-03	3.12E-02	-1.37E-04	3.29E-02	-1.47E-04
5.77E-02	-0.1046642183	-0.1235231132	-3.83E-02	-5.79E-02	0.2715837608	5.15E-03	0.1260826841	2.57E-03	3.15E-02	-1.39E-04	3.32E-02	-1.49E-04
5.79E-02	-0.1069336575	-0.1240371331	-3.91E-02	-5.81E-02	0.2723830738	5.19E-03	0.126452202	2.59E-03	3.18E-02	-1.41E-04	3.36E-02	-1.51E-04
5.82E-02	-0.1092056031	-0.1245532706	-3.99E-02	-5.83E-02	0.2731778031	5.24E-03	0.1268195658	2.61E-03	3.21E-02	-1.43E-04	3.39E-02	-1.53E-04
5.84E-02	-0.1114798993	-0.1250715339	-4.08E-02	-5.86E-02	0.2739678512	5.28E-03	0.1271847299	2.63E-03	3.24E-02	-1.44E-04	3.42E-02	-1.55E-04
5.87E-02	-0.1137563885	-0.1255919318	-4.16E-02	-5.88E-02	0.2747531198	5.33E-03	0.1275476485	2.65E-03	3.27E-02	-1.46E-04	3.45E-02	-1.57E-04
5.89E-02	-0.1160349113	-0.1261144726	-4.24E-02	-5.91E-02	0.2755335098	5.37E-03	0.1279082753	2.68E-03	3.30E-02	-1.48E-04	3.49E-02	-1.59E-04
5.92E-02	-0.1183153065	-0.1266391649	-4.33E-02	-5.93E-02	0.2763089215	5.41E-03	0.1282665637	2.70E-03	3.33E-02	-1.50E-04	3.52E-02	-1.61E-04
5.94E-02	-0.1205974112	-0.1271660175	-4.41E-02	-5.96E-02	0.2770792544	5.46E-03	0.1286224668	2.72E-03	3.36E-02	-1.52E-04	3.55E-02	-1.63E-04
5.97E-02	-0.1228810606	-0.1276950389	-4.49E-02	-5.98E-02	0.2778444074	5.51E-03	0.1289759373	2.74E-03	3.40E-02	-1.54E-04	3.59E-02	-1.65E-04
5.99E-02	-0.1251660882	-0.1282262377	-4.58E-02	-6.01E-02	0.2786042785	5.55E-03	0.1293269275	2.77E-03	3.43E-02	-1.56E-04	3.62E-02	-1.67E-04
6.02E-02	-0.1274523256	-0.1287596227	-4.66E-02	-6.03E-02	0.279358765	5.60E-03	0.1296753896	2.79E-03	3.46E-02	-1.58E-04	3.66E-02	-1.69E-04
6.04E-02	-0.1297396028	-0.1292952026	-4.74E-02	-6.06E-02	0.2801077637	5.65E-03	0.1300212753	2.81E-03	3.49E-02	-1.60E-04	3.69E-02	-1.71E-04
6.07E-02	-0.132027748	-0.1298329862	-4.82E-02	-6.08E-02	0.2808511704	5.69E-03	0.130364536	2.84E-03	3.53E-02	-1.62E-04	3.72E-02	-1.73E-04
6.09E-02	-0.1343165874	-0.1303729822	-4.91E-02	-6.11E-02	0.2815888804	5.74E-03	0.1307051226	2.86E-03	3.56E-02	-1.64E-04	3.76E-02	-1.76E-04
6.12E-02	-0.1366059456	-0.1309151995	-4.99E-02	-6.13E-02	0.2823207882	5.79E-03	0.1310429861	2.88E-03	3.59E-02	-1.66E-04	3.80E-02	-1.78E-04
6.14E-02	-0.1388956454	-0.131459647	-5.07E-02	-6.16E-02	0.2830467876	5.84E-03	0.1313780766	2.91E-03	3.63E-02	-1.68E-04	3.83E-02	-1.80E-04
6.17E-02	-0.1411855077	-0.1320063334	-5.16E-02	-6.18E-02	0.2837667716	5.88E-03	0.1317103444	2.93E-03	3.66E-02	-1.70E-04	3.87E-02	-1.82E-04
6.19E-02	-0.1434753518	-0.1325552678	-5.24E-02	-6.21E-02	0.2844806326	5.93E-03	0.1320397391	2.96E-03	3.70E-02	-1.72E-04	3.90E-02	-1.85E-04
6.22E-02	-0.145764995	-0.1331064591	-5.33E-02	-6.23E-02	0.2851882625	5.98E-03	0.1323662102	2.98E-03	3.73E-02	-1.74E-04	3.94E-02	-1.87E-04
6.25E-02	-0.1480542531	-0.1336599163	-5.41E-02	-6.26E-02	0.285889552	6.03E-03	0.1326897068	3.01E-03	3.77E-02	-1.76E-04	3.98E-02	-1.89E-04
6.27E-02	-0.1503429399	-0.1342156484	-5.49E-02	-6.29E-02	0.2865843917	6.08E-03	0.1330101775	3.03E-03	3.80E-02	-1.79E-04	4.01E-02	-1.92E-04
6.30E-02	-0.1526308673	-0.1347736644	-5.57E-02	-6.31E-02	0.287272671	6.13E-03	0.1333275709	3.06E-03	3.84E-02	-1.81E-04	4.05E-02	-1.94E-04
6.32E-02	-0.1549178459	-0.1353339734	-5.66E-02	-6.34E-02	0.2879542789	6.19E-03	0.1336418352	3.08E-03	3.87E-02	-1.83E-04	4.09E-02	-1.96E-04
6.35E-02	-0.157203684	-0.1358965845	-5.74E-02	-6.36E-02	0.2886291036	6.24E-03	0.133952918	3.11E-03	3.91E-02	-1.85E-04	4.13E-02	-1.99E-04
6.38E-02	-0.1594881885	-0.1364615069	-5.82E-02	-6.39E-02	0.2892970328	6.29E-03	0.1342607669	3.13E-03	3.94E-02	-1.88E-04	4.17E-02	-2.01E-04
6.40E-02	-0.1617711643	-0.1370287498	-5.91E-02	-6.42E-02	0.2899579534	6.34E-03	0.1345653291	3.16E-03	3.98E-02	-1.90E-04	4.20E-02	-2.04E-04
6.43E-02	-0.1640524147	-0.1375983223	-5.99E-02	-6.44E-02	0.2906117515	6.40E-03	0.1348665515	3.19E-03	4.02E-02	-1.92E-04	4.24E-02	-2.06E-04
6.46E-02	-0.1663317412	-0.1381702337	-6.07E-02	-6.47E-02	0.2912583128	6.45E-03	0.1351643805	3.21E-03	4.06E-02	-1.95E-04	4.28E-02	-2.09E-04
6.49E-02	-0.1686089434	-0.1387444933	-6.16E-02	-6.50E-02	0.2918975222	6.50E-03	0.1354587626	3.24E-03	4.09E-02	-1.97E-04	4.32E-02	-2.12E-04
6.51E-02	-0.1708838193	-0.1393211103	-6.24E-02	-6.52E-02	0.2925292639	6.56E-03	0.1357496435	3.27E-03	4.13E-02	-2.00E-04	4.36E-02	-2.14E-04
6.54E-02	-0.1731561652	-0.1399000942	-6.32E-02	-6.55E-02	0.2931534216	6.61E-03	0.1360369691	3.29E-03	4.17E-02	-2.02E-04	4.40E-02	-2.17E-04
6.57E-02	-0.1754257755	-0.1404814542	-6.40E-02	-6.58E-02	0.2937698783	6.67E-03	0.1363206846	3.32E-03	4.21E-02	-2.05E-04	4.44E-02	-2.20E-04
6.59E-02	-0.1776924429	-0.1410651998	-6.49E-02	-6.61E-02	0.2943785162	6.72E-03	0.136600735	3.35E-03	4.25E-02	-2.07E-04	4.48E-02	-2.23E-04
6.62E-02	-0.1799559586	-0.1416513405	-6.57E-02	-6.63E-02	0.2949792172	6.78E-03	0.1368770652	3.38E-03	4.28E-02	-2.10E-04	4.52E-02	-2.25E-04
6.65E-02	-0.1822161117	-0.1422398856	-6.65E-02	-6.66E-02	0.2955718622	6.84E-03	0.1371496196	3.40E-03	4.32E-02	-2.13E-04	4.57E-02	-2.28E-04
6.68E-02	-0.1844726899	-0.1428308448	-6.73E-02	-6.69E-02	0.2961563319	6.89E-03	0.1374183424	3.43E-03	4.36E-02	-2.15E-04	4.61E-02	-2.31E-04
6.71E-02	-0.1867254789	-0.1434242275	-6.82E-02	-6.72E-02	0.2967325059	6.95E-03	0.1376831775	3.46E-03	4.40E-02	-2.18E-04	4.65E-02	-2.34E-04
6.73E-02	-0.1889742631	-0.1440200432	-6.90E-02	-6.74E-02	0.2973002637	7.01E-03	0.1379440686	3.49E-03	4.44E-02	-2.21E-04	4.69E-02	-2.37E-04
6.76E-02	-0.1912188248	-0.1446183017	-6.98E-02	-6.77E-02	0.2978594838	7.07E-03	0.1382009589	3.52E-03	4.48E-02	-2.24E-04	4.74E-02	-2.40E-04
6.79E-02	-0.1934589448	-0.1452190125	-7.06E-02	-6.80E-02	0.2984100443	7.13E-03	0.1384537915	3.55E-03	4.53E-02	-2.26E-04	4.78E-02	-2.43E-04
6.82E-02	-0.1956944022	-0.1458221853	-7.14E-02	-6.83E-02	0.2989518228	7.19E-03	0.1387025093	3.58E-03	4.57E-02	-2.29E-04	4.82E-02	-2.46E-04
6.85E-02	-0.1979249744	-0.1464278298	-7.22E-02	-6.86E-02	0.299484696	7.25E-03	0.1389470547	3.61E-03	4.61E-02	-2.32E-04	4.87E-02	-2.49E-04
6.87E-02	-0.2001504373	-0.1470359558	-7.30E-02	-6.88E-02	0.3000085405	7.31E-03	0.13918737	3.64E-03	4.65E-02	-2.35E-04	4.91E-02	-2.52E-04
6.90E-02	-0.2023705649	-0.1476465729	-7.38E-02	-6.91E-02	0.3005232319	7.37E-03	0.1394233972	3.67E-03	4.69E-02	-2.38E-04	4.95E-02	-2.55E-04
6.93E-02	-0.2045851297	-0.1482596911	-7.46E-02	-6.94E-02	0.3010286455	7.43E-03	0.1396550781	3.70E-03	4.73E-02	-2.41E-04	5.00E-02	-2.59E-04
6.96E-02	-0.2067939025	-0.1488753201	-7.55E-02	-6.97E-02	0.301524656	7.49E-03	0.1398823542	3.73E-03	4.78E-02	-2.44E-04	5.04E-02	-2.62E-04
6.99E-02	-0.2089966527	-0.1494934698	-7.63E-02	-7.00E-02	0.3020111375	7.55E-03	0.1401051666	3.76E-03	4.82E-02	-2.47E-04	5.09E-02	-2.65E-04
7.02E-02	-0.2111931478	-0.1501141501	-7.71E-02	-7.03E-02	0.3024879637	7.62E-03	0.1403234564	3.79E-03	4.86E-02	-2.50E-04	5.14E-02	-2.68E-04
7.05E-02	-0.2133831538	-0.1507373709	-7.78E-02	-7.06E-02	0.3029550077	7.68E-03	0.1405371644	3.82E-03	4.91E-02	-2.53E-04	5.18E-02	-2.72E-04
7.08E-02	-0.2155664351	-0.1513631423	-7.86E-02	-7.09E-02	0.3034121421	7.74E-03	0.1407462311	3.86E-03	4.95E-02	-2.57E-04	5.23E-02	-2.75E-04
7.11E-02	-0.2177427547	-0.1519914742	-7.94E-02	-7.12E-02	0.303859239	7.81E-03	0.1409505968	3.89E-03	5.00E-02	-2.60E-04	5.28E-02	-2.79E-04
7.14E-02	-0.2199118739	-0.1526223766	-8.02E-02	-7.15E-02	0.30429617	7.87E-03	0.1411502015	3.92E-03	5.04E-02	-2.63E-04	5.32E-02	-2.82E-04
7.17E-02	-0.2220735524	-0.1532558596	-8.10E-02	-7.17E-02	0.3047228062	7.94E-03	0.1413449851	3.95E-03	5.09E-02	-2.66E-04	5.37E-02	-2.86E-04
7.20E-02	-0.2242275484	-0.1538919334	-8.18E-02	-7.20E-02	0.3051390184	8.00E-03	0.1415348872	3.99E-03	5.13E-02	-2.70E-04	5.42E-02	-2.89E-04
7.23E-02	-0.2263736187	-0.154530608	-8.26E-02	-7.23E-02	0.3055446768	8.07E-03	0.1417198472	4.02E-03	5.18E-02	-2.73E-04	5.47E-02	-2.93E-04
7.26E-02	-0.2285115185	-0.1551718936	-8.33E-02	-7.26E-02	0.3059396511	8.14E-03	0.1418998043	4.05E-03	5.22E-02	-2.76E-04	5.52E-02	-2.97E-04
7.29E-02	-0.2306410014	-0.1558158005	-8.41E-02	-7.29E-02	0.3063238106	8.21E-03	0.1420746976	4.09E-03	5.27E-02	-2.80E-04	5.56E-02	-3.00E-04
7.32E-02	-0.2327618198	-0.1564623388	-8.49E-02	-7.32E-02	0.3066970243	8.28E-03	0.1422444658	4.12E-03	5.32E-02	-2.83E-04	5.61E-02	-3.04E-04
7.35E-02	-0.2348737245	-0.1571115189	-8.57E-02	-7.35E-02	0.3070591606	8.34E-03	0.1424090476	4.16E-03	5.36E-02	-2.87E-04	5.66E-02	-3.08E-04
7.38E-02	-0.2369764647	-0.1577633511	-8.64E-02	-7.39E-02	0.3074100877	8.41E-03	0.1425683813	4.19E-03	5.41E-02	-2.91E-04	5.71E-02	-3.12E-04
7.41E-02	-0.2390697885	-0.1584178456	-8.72E-02	-7.42E-02	0.3077496732	8.48E-03	0.1427224053	4.23E-03	5.46E-02	-2.94E-04	5.76E-02	-3.16E-04
7.44E-02	-0.2411534423	-0.1590750128	-8.79E-02	-7.45E-02	0.3080777845	8.56E-03	0.1428710575	4.26E-03	5.51E-02	-2.98E-04	5.82E-02	-3.20E-04
7.47E-02	-0.2432271714	-0.1597348633	-8.87E-02	-7.48E-02	0.3083942885	8.63E-03	0.143014276	4.30E-03	5.56E-02	-3.02E-04	5.87E-02	-3.24E-04
7.50E-02	-0.2452907194	-0.1603974074	-8.94E-02	-7.51E-02	0.3086990517	8.70E-03	0.1431519984	4.33E-03	5.60E-02	-3.06E-04	5.92E-02	-3.28E-04
7.54E-02	-0.2473438289	-0.1610626555	-9.02E-02	-7.54E-02	0.3089919406	8.77E-03	0.1432841623	4.37E-03	5.65E-02	-3.09E-04	5.97E-02	-3.32E-04
7.57E-02	-0.2493862408	-0.1617306183	-9.09E-02	-7.57E-02	0.3092728209	8.84E-03	0.1434107051	4.40E-03	5.70E-02	-3.13E-04	6.02E-02	-3.36E-04
7.60E-02	-0.2514176951	-0.1624013061	-9.17E-02	-7.60E-02	0.3095415584	8.92E-03	0.1435315641	4.44E-03	5.75E-02	-3.17E-04	6.08E-02	-3.40E-04
7.63E-02	-0.2534379301	-0.1630747298	-9.24E-02	-7.63E-02	0.3097980182	8.99E-03	0.1436466765	4.48E-03	5.80E-02	-3.21E-04	6.13E-02	-3.44E-04
7.66E-02	-0.2554466831	-0.1637508997	-9.31E-02	-7.66E-02	0.3100420655	9.07E-03	0.1437559793	4.52E-03	5.85E-02	-3.25E-04	6.18E-02	-3.49E-04
7.69E-02	-0.25744369	-0.1644298266	-9.39E-02	-7.70E-02	0.3102735649	9.14E-03	0.1438594093	4.55E-03	5.91E-02	-3.29E-04	6.24E-02	-3.53E-04
7.73E-02	-0.2594286857	-0.1651115212	-9.46E-02	-7.73E-02	0.310492381	9.22E-03	0.1439569033	4.59E-03	5.96E-02	-3.33E-04	6.29E-02	-3.58E-04
7.76E-02	-0.2614014037	-0.1657959942	-9.53E-02	-7.76E-02	0.310698378	9.30E-03	0.144048398	4.63E-03	6.01E-02	-3.38E-04	6.34E-02	-3.62E-04
7.79E-02	-0.2633615763	-0.1664832563	-9.60E-02	-7.79E-02	0.3108914198	9.37E-03	0.1441338299	4.67E-03	6.06E-02	-3.42E-04	6.40E-02	-3.67E-04
7.82E-02	-0.2653089347	-0.1671733184	-9.67E-02	-7.82E-02	0.3110713703	9.45E-03	0.1442131354	4.71E-03	6.11E-02	-3.46E-04	6.46E-02	-3.71E-04
7.86E-02	-0.2672432089	-0.1678661911	-9.74E-02	-7.86E-02	0.3112380931	9.53E-03	0.1442862509	4.75E-03	6.17E-02	-3.50E-04	6.51E-02	-3.76E-04
7.89E-02	-0.2691641281	-0.1685618854	-9.81E-02	-7.89E-02	0.3113914515	9.61E-03	0.1443531126	4.79E-03	6.22E-02	-3.55E-04	6.57E-02	-3.81E-04
7.92E-02	-0.2710714199	-0.1692604123	-9.88E-02	-7.92E-02	0.3115313088	9.69E-03	0.1444136567	4.83E-03	6.27E-02	-3.59E-04	6.62E-02	-3.85E-04
7.96E-02	-0.2729648113	-0.1699617825	-9.95E-02	-7.95E-02	0.311657528	9.77E-03	0.1444678194	4.87E-03	6.33E-02	-3.64E-04	6.68E-02	-3.90E-04
7.99E-02	-0.2748440279	-0.170666007	-0.1001669898	-7.99E-02	0.3117699721	9.85E-03	0.1445155367	4.91E-03	6.38E-02	-3.68E-04	6.74E-02	-3.95E-04
8.02E-02	-0.2767087947	-0.1713730969	-0.100843129	-8.02E-02	0.3118685039	9.93E-03	0.1445567446	4.95E-03	6.44E-02	-3.73E-04	6.80E-02	-4.00E-04
8.06E-02	-0.2785588352	-0.1720830632	-0.101513845	-8.05E-02	0.3119529859	1.00E-02	0.144591379	4.99E-03	6.49E-02	-3.78E-04	6.85E-02	-4.05E-04
8.09E-02	-0.2803938724	-0.1727959168	-0.102179036	-8.09E-02	0.312023281	1.01E-02	0.1446193759	5.03E-03	6.55E-02	-3.82E-04	6.91E-02	-4.10E-04
8.12E-02	-0.2822136282	-0.173511669	-0.1028386002	-8.12E-02	0.3120792515	1.02E-02	0.1446406711	5.07E-03	6.60E-02	-3.87E-04	6.97E-02	-4.15E-04
8.16E-02	-0.2840178236	-0.1742303309	-0.1034924353	-8.15E-02	0.3121207599	1.03E-02	0.1446552004	5.11E-03	6.66E-02	-3.92E-04	7.03E-02	-4.21E-04
8.19E-02	-0.2858061786	-0.1749519135	-0.1041404388	-8.19E-02	0.3121476688	1.04E-02	0.1446628997	5.16E-03	6.72E-02	-3.97E-04	7.09E-02	-4.26E-04
8.23E-02	-0.2875784126	-0.1756764281	-0.1047825076	-8.22E-02	0.3121598404	1.04E-02	0.1446637049	5.20E-03	6.77E-02	-4.02E-04	7.15E-02	-4.31E-04
8.26E-02	-0.289334244	-0.176403886	-0.1054185388	-8.26E-02	0.3121571372	1.05E-02	0.1446575517	5.24E-03	6.83E-02	-4.07E-04	7.21E-02	-4.37E-04
8.29E-02	-0.2910733906	-0.1771342984	-0.1060484287	-8.29E-02	0.3121394216	1.06E-02	0.144644376	5.29E-03	6.89E-02	-4.12E-04	7.27E-02	-4.42E-04
8.33E-02	-0.2927955693	-0.1778676765	-0.1066720736	-8.32E-02	0.312106556	1.07E-02	0.1446241136	5.33E-03	6.95E-02	-4.17E-04	7.33E-02	-4.48E-04
8.36E-02	-0.2945004962	-0.1786040318	-0.1072893696	-8.36E-02	0.3120584029	1.08E-02	0.1445967005	5.37E-03	7.00E-02	-4.23E-04	7.39E-02	-4.53E-04
8.40E-02	-0.296187887	-0.1793433756	-0.1079002123	-8.39E-02	0.311994825	1.09E-02	0.1445620724	5.42E-03	7.06E-02	-4.28E-04	7.46E-02	-4.59E-04
8.43E-02	-0.2978574565	-0.1800857192	-0.1085044973	-8.43E-02	0.3119156848	1.10E-02	0.1445201655	5.46E-03	7.12E-02	-4.33E-04	7.52E-02	-4.65E-04
8.47E-02	-0.299508919	-0.1808310742	-0.1091021198	-8.46E-02	0.3118208452	1.11E-02	0.1444709157	5.51E-03	7.18E-02	-4.39E-04	7.58E-02	-4.71E-04
8.50E-02	-0.3011419881	-0.181579452	-0.1096929749	-8.50E-02	0.3117101689	1.12E-02	0.144414259	5.56E-03	7.24E-02	-4.44E-04	7.65E-02	-4.76E-04
8.54E-02	-0.3027563769	-0.1823308641	-0.1102769575	-8.53E-02	0.3115835191	1.13E-02	0.1443501317	5.60E-03	7.30E-02	-4.50E-04	7.71E-02	-4.82E-04
8.58E-02	-0.3043517981	-0.183085322	-0.1108539621	-8.57E-02	0.311440759	1.13E-02	0.14427847	5.65E-03	7.36E-02	-4.55E-04	7.77E-02	-4.88E-04
8.61E-02	-0.3059279637	-0.1838428373	-0.1114238834	-8.60E-02	0.3112817518	1.14E-02	0.1441992101	5.70E-03	7.42E-02	-4.61E-04	7.84E-02	-4.95E-04
8.65E-02	-0.3074845854	-0.1846034217	-0.1119866157	-8.64E-02	0.3111063613	1.15E-02	0.1441122885	5.74E-03	7.49E-02	-4.67E-04	7.90E-02	-5.01E-04
8.68E-02	-0.3090213744	-0.1853670867	-0.112542053	-8.67E-02	0.3109144513	1.16E-02	0.1440176417	5.79E-03	7.55E-02	-4.73E-04	7.97E-02	-5.07E-04
8.72E-02	-0.3105380417	-0.186133844	-0.1130900895	-8.71E-02	0.3107058857	1.17E-02	0.1439152064	5.84E-03	7.61E-02	-4.79E-04	8.03E-02	-5.13E-04
8.76E-02	-0.3120342976	-0.1869037054	-0.113630619	-8.74E-02	0.3104805291	1.18E-02	0.1438049194	5.89E-03	7.67E-02	-4.85E-04	8.10E-02	-5.20E-04
8.79E-02	-0.3135098525	-0.1876766826	-0.1141635355	-8.78E-02	0.310238246	1.19E-02	0.1436867175	5.94E-03	7.74E-02	-4.91E-04	8.17E-02	-5.26E-04
8.83E-02	-0.3149644162	-0.1884527873	-0.1146887325	-8.82E-02	0.3099789013	1.20E-02	0.1435605379	5.99E-03	7.80E-02	-4.97E-04	8.23E-02	-5.33E-04
8.87E-02	-0.3163976985	-0.1892320314	-0.1152061037	-8.85E-02	0.3097023604	1.21E-02	0.1434263178	6.04E-03	7.86E-02	-5.03E-04	8.30E-02	-5.40E-04
8.90E-02	-0.317809409	-0.1900144266	-0.1157155427	-8.89E-02	0.3094084888	1.22E-02	0.1432839945	6.09E-03	7.93E-02	-5.10E-04	8.37E-02	-5.46E-04
8.94E-02	-0.319199257	-0.190799985	-0.116216943	-8.93E-02	0.3090971527	1.23E-02	0.1431335057	6.14E-03	7.99E-02	-5.16E-04	8.44E-02	-5.53E-04
8.98E-02	-0.3205669518	-0.1915887184	-0.1167101981	-8.96E-02	0.3087682184	1.24E-02	0.1429747892	6.19E-03	8.06E-02	-5.22E-04	8.51E-02	-5.60E-04
9.02E-02	-0.3219122026	-0.1923806387	-0.1171952014	-9.00E-02	0.3084215529	1.25E-02	0.1428077829	6.24E-03	8.12E-02	-5.29E-04	8.58E-02	-5.67E-04
9.05E-02	-0.3232347187	-0.1931757579	-0.1176718463	-9.04E-02	0.3080570233	1.26E-02	0.142632425	6.29E-03	8.19E-02	-5.36E-04	8.65E-02	-5.74E-04
9.09E-02	-0.3245342091	-0.193974088	-0.1181400264	-9.07E-02	0.3076744975	1.27E-02	0.1424486539	6.34E-03	8.26E-02	-5.42E-04	8.72E-02	-5.82E-04
9.13E-02	-0.3258103833	-0.1947756412	-0.1185996351	-9.11E-02	0.3072738438	1.28E-02	0.1422564084	6.40E-03	8.32E-02	-5.49E-04	8.79E-02	-5.89E-04
9.17E-02	-0.3270629504	-0.1955804293	-0.1190505659	-9.15E-02	0.3068549309	1.30E-02	0.1420556273	6.45E-03	8.39E-02	-5.56E-04	8.86E-02	-5.96E-04
9.21E-02	-0.3282916202	-0.1963884647	-0.1194927124	-9.19E-02	0.3064176282	1.31E-02	0.1418462497	6.50E-03	8.46E-02	-5.63E-04	8.93E-02	-6.04E-04
9.24E-02	-0.3294961021	-0.1971997593	-0.1199259683	-9.22E-02	0.3059618056	1.32E-02	0.1416282152	6.56E-03	8.53E-02	-5.70E-04	9.00E-02	-6.11E-04
9.28E-02	-0.3306761063	-0.1980143254	-0.1203502272	-9.26E-02	0.3054873336	1.33E-02	0.1414014634	6.61E-03	8.59E-02	-5.77E-04	9.07E-02	-6.19E-04
9.32E-02	-0.3318313428	-0.1988321752	-0.120765383	-9.30E-02	0.3049940833	1.34E-02	0.1411659344	6.67E-03	8.66E-02	-5.84E-04	9.15E-02	-6.27E-04
9.36E-02	-0.3329615223	-0.199653321	-0.1211713297	-9.34E-02	0.3044819265	1.35E-02	0.1409215684	6.72E-03	8.73E-02	-5.92E-04	9.22E-02	-6.35E-04
9.40E-02	-0.3340663556	-0.2004777749	-0.1215679614	-9.38E-02	0.3039507355	1.36E-02	0.1406683061	6.78E-03	8.80E-02	-5.99E-04	9.29E-02	-6.43E-04
9.44E-02	-0.335145554	-0.2013055494	-0.1219551724	-9.42E-02	0.3034003836	1.37E-02	0.1404060885	6.83E-03	8.87E-02	-6.07E-04	9.37E-02	-6.51E-04
9.48E-02	-0.3361988293	-0.2021366567	-0.122332857	-9.45E-02	0.3028307446	1.38E-02	0.1401348568	6.89E-03	8.94E-02	-6.14E-04	9.44E-02	-6.59E-04
9.52E-02	-0.3372258938	-0.2029711093	-0.1227009099	-9.49E-02	0.3022416931	1.40E-02	0.1398545528	6.95E-03	9.01E-02	-6.22E-04	9.51E-02	-6.67E-04
9.56E-02	-0.3382264603	-0.2038089195	-0.123059226	-9.53E-02	0.3016331044	1.41E-02	0.1395651185	7.01E-03	9.08E-02	-6.30E-04	9.59E-02	-6.75E-04
9.60E-02	-0.3392002424	-0.2046500998	-0.1234077002	-9.57E-02	0.3010048546	1.42E-02	0.1392664962	7.06E-03	9.16E-02	-6.38E-04	9.67E-02	-6.84E-04
